Gene,start,end,length
G_ybgC,9924827,9925631,402
N_group_31788,9925631,9932789,3579
G_group_31788,9932789,9933305,258
N_rhaS_4~~~rhaS_1~~~rhaS_2~~~rhaS_3,9933305,9943923,5309
G_rhaS_4~~~rhaS_1~~~rhaS_2~~~rhaS_3,9943923,9945831,954
N_ccmD,9945831,9945917,43
G_ccmD,9945917,9946331,207
N_group_31659,9946331,9946419,44
G_group_31659,9946419,9947625,603
N_group_31644,9947625,9953413,2894
G_group_31644,9953413,9954829,708
N_ygjP~~~ygjP_2~~~ygjP_1,9954829,9959495,2333
G_ygjP~~~ygjP_2~~~ygjP_1,9959495,9960497,501
N_sdhD,9960497,9981403,10453
G_sdhD,9981403,9982093,345
N_ydhC~~~ydhC_2~~~ydhC_1~~~mdtL_1,9982093,9984179,1043
G_ydhC~~~ydhC_2~~~ydhC_1~~~mdtL_1,9984179,9986711,1266
N_ygaM,9986711,9987779,534
G_ygaM,9987779,9988433,327
N_elaB,9988433,9988545,56
G_elaB,9988545,9989223,339
N_group_31492,9989223,10002223,6500
G_group_31492,10002223,10004467,1122
N_topA_2~~~topA_3~~~topA_1,10004467,10004527,30
G_topA_2~~~topA_3~~~topA_1,10004527,10005607,540
N_group_31460,10005607,10020643,7518
G_group_31460,10020643,10022653,1005
N_group_31459,10022653,10022801,74
G_group_31459,10022801,10024877,1038
N_osmY_1,10024877,10024959,41
G_osmY_1,10024959,10026105,573
N_napC_1~~~napC~~~napC_2,10026105,10026125,10
G_napC_1~~~napC~~~napC_2,10026125,10027325,600
N_gsiC~~~gsiC_2~~~gsiC_1,10027325,10027363,19
G_gsiC~~~gsiC_2~~~gsiC_1,10027363,10029199,918
N_xerC_2~~~xerC_4~~~xerC_3~~~xerC_1,10029199,10029275,38
G_xerC_2~~~xerC_4~~~xerC_3~~~xerC_1,10029275,10031063,894
N_rsmI~~~rsmI_2~~~rsmI_1,10031063,10038913,3925
G_rsmI~~~rsmI_2~~~rsmI_1,10038913,10041121,1104
N_xerD_1~~~xerD_2~~~xerD_3~~~xerD,10041121,10042469,674
G_xerD_1~~~xerD_2~~~xerD_3~~~xerD,10042469,10044257,894
N_trkA_1~~~trkA_2~~~trkA,10044257,10044303,23
G_trkA_1~~~trkA_2~~~trkA,10044303,10047051,1374
N_leuE_1~~~leuE_2~~~leuE_3~~~leuE,10047051,10047307,128
G_leuE_1~~~leuE_2~~~leuE_3~~~leuE,10047307,10048591,642
N_ghrB_3~~~ghrB~~~ghrB_2~~~ghrB_1,10048591,10048801,105
G_ghrB_3~~~ghrB~~~ghrB_2~~~ghrB_1,10048801,10050775,987
N_amiD~~~amiD_2~~~amiD_1,10050775,10060843,5034
G_amiD~~~amiD_2~~~amiD_1,10060843,10062499,828
N_emrB_2~~~mdtD_2~~~emrB_1~~~emrB,10062499,10062535,18
G_emrB_2~~~mdtD_2~~~emrB_1~~~emrB,10062535,10065607,1536
N_yliI~~~yliI_2~~~yliI_1,10065607,10065831,112
G_yliI~~~yliI_2~~~yliI_1,10065831,10068081,1125
N_dnaE_2~~~dnaE_3~~~dnaE_1~~~dnaE,10068081,10068199,59
G_dnaE_2~~~dnaE_3~~~dnaE_1~~~dnaE,10068199,10075159,3480
G_lpxB_2~~~lpxB_1~~~lpxB~~~lpxB_3,10075159,10077451,1146
N_ettA~~~ettA_1~~~ettA_2,10077451,10083139,2844
G_ettA~~~ettA_1~~~ettA_2,10083139,10086469,1665
N_araQ~~~lacG,10086469,10086843,187
G_araQ~~~lacG,10086843,10088529,843
N_group_31121,10088529,10088925,198
G_group_31121,10088925,10090629,852
N_eamB_1~~~eamB~~~eamB_2,10090629,10093085,1228
G_eamB_1~~~eamB~~~eamB_2,10093085,10094255,585
N_cysS~~~cysS_1~~~cysS_2,10094255,10101501,3623
G_cysS~~~cysS_1~~~cysS_2,10101501,10104267,1383
N_lpxH~~~lpxH_2~~~lpxH_1,10104267,10104273,3
G_lpxH~~~lpxH_2~~~lpxH_1,10104273,10105713,720
N_rimP,10105713,10112349,3318
G_rimP,10112349,10113249,450
N_yhjJ~~~yhjJ_2~~~yhjJ_1,10113249,10113693,222
G_yhjJ~~~yhjJ_2~~~yhjJ_1,10113693,10116681,1494
N_pitA_2~~~pitA_1,10116681,10142689,13004
G_pitA_2~~~pitA_1,10142689,10145695,1503
N_uxaA_2~~~uxaA_1~~~uxaA,10145695,10145727,16
G_uxaA_2~~~uxaA_1~~~uxaA,10145727,10148697,1485
N_uxaC_2~~~uxaC_1~~~uxaC,10148697,10169107,10205
G_uxaC_2~~~uxaC_1~~~uxaC,10169107,10171927,1410
N_rhaR_3~~~rhaR_4~~~rhaR_2~~~rhaR_5~~~rhaR_1~~~rhaR_6,10171927,10173685,879
G_rhaR_3~~~rhaR_4~~~rhaR_2~~~rhaR_5~~~rhaR_1~~~rhaR_6,10173685,10175401,858
N_ndhC,10175401,10176667,633
G_ndhC,10176667,10177549,441
N_nuoL_3~~~nuoL_2~~~nuoL_1~~~nuoL,10177549,10178677,564
G_nuoL_3~~~nuoL_2~~~nuoL_1~~~nuoL,10178677,10182355,1839
N_talB_2~~~tal~~~tal_2~~~tal_1~~~talB_1,10182355,10219167,18406
G_talB_2~~~tal~~~tal_2~~~tal_1~~~talB_1,10219167,10221063,948
N_napF,10221063,10224517,1727
G_napF,10224517,10225501,492
N_diaA,10225501,10226249,374
G_diaA,10226249,10227425,588
N_group_30765,10227425,10272343,22459
G_group_30765,10272343,10273525,591
N_nhaA_2~~~nhaA_1~~~nhaA,10273525,10281707,4091
G_nhaA_2~~~nhaA_1~~~nhaA,10281707,10284317,1305
N_group_30475,10284317,10284487,85
G_group_30475,10284487,10285471,492
N_rssB_1~~~rssB_2~~~rssB~~~rssB_3,10285471,10285693,111
G_rssB_1~~~rssB_2~~~rssB~~~rssB_3,10285693,10287715,1011
N_glpC_1~~~glpC_2~~~glpC,10287715,10296309,4297
G_glpC_1~~~glpC_2~~~glpC,10296309,10298685,1188
N_hemA~~~hemA_2~~~hemA_1,10298685,10308023,4669
G_hemA~~~hemA_2~~~hemA_1,10308023,10310927,1452
N_tldD_2~~~tldD_1~~~tldD,10310927,10311789,431
G_tldD_2~~~tldD_1~~~tldD,10311789,10314675,1443
N_arcC1_1~~~arcC1_2~~~arcC2_2~~~arcC1_3~~~arcC2~~~argB_1~~~arcC1~~~arcC2_1,10314675,10316321,823
G_arcC1_1~~~arcC1_2~~~arcC2_2~~~arcC1_3~~~arcC2~~~argB_1~~~arcC1~~~arcC2_1,10316321,10318271,975
N_ygjV~~~ygjV_1~~~ygjV_2,10318271,10318439,84
G_ygjV~~~ygjV_1~~~ygjV_2,10318439,10319543,552
N_glpE,10319543,10325555,3006
G_glpE,10325555,10326203,324
N_soxS~~~rhaR_6~~~rhaR_2,10326203,10335581,4689
G_soxS~~~rhaR_6~~~rhaR_2,10335581,10336361,390
N_oppB_2~~~oppB_1~~~oppB,10336361,10336535,87
G_oppB_2~~~oppB_1~~~oppB,10336535,10338371,918
N_pspB_2~~~pspB_1,10338371,10338481,55
G_pspB_2~~~pspB_1,10338481,10338925,222
N_group_29627,10338925,10339287,181
G_group_29627,10339287,10341063,888
N_group_29615,10341063,10351817,5377
G_group_29615,10351817,10352171,177
N_deoR~~~deoR_1~~~deoR_3~~~deoR_2,10352171,10352289,59
G_deoR~~~deoR_1~~~deoR_3~~~deoR_2,10352289,10353801,756
N_ccmC~~~ccmC_1~~~ccmC_2,10353801,10353887,43
G_ccmC~~~ccmC_1~~~ccmC_2,10353887,10355405,759
G_sdhA,10355405,10358933,1764
N_msrC,10358933,10371511,6289
G_msrC,10371511,10372609,549
G_rsxC_1~~~rsxC_2~~~rsxC,10372609,10377433,2412
N_group_29137,10377433,10378065,316
G_group_29137,10378065,10378833,384
N_nikR,10378833,10378845,6
G_nikR,10378845,10379643,399
N_ybjO~~~ybjO_1~~~ybjO_2,10379643,10379765,61
G_ybjO~~~ybjO_1~~~ybjO_2,10379765,10380737,486
N_ybhN~~~clsB~~~ybhN_2~~~clsB_1~~~clsB_2,10380737,10381749,506
G_ybhN~~~clsB~~~ybhN_2~~~clsB_1~~~clsB_2,10381749,10384239,1245
N_alx~~~alx_2~~~alx_3,10384239,10384811,286
G_alx~~~alx_2~~~alx_3,10384811,10386737,963
N_ugpB_1~~~ugpB_2~~~ugpB,10386737,10412551,12907
G_ugpB_1~~~ugpB_2~~~ugpB,10412551,10415179,1314
N_group_28775,10415179,10415673,247
G_group_28775,10415673,10416885,606
N_argC_1~~~argC_2~~~argC,10416885,10432887,8001
G_argC_1~~~argC_2~~~argC,10432887,10434891,1002
N_yfdC~~~yfdC_2~~~yfdC_1,10434891,10437925,1517
G_yfdC~~~yfdC_2~~~yfdC_1,10437925,10440019,1047
N_tauD~~~tauD_2~~~tauD_1,10440019,10440615,298
G_tauD~~~tauD_2~~~tauD_1,10440615,10442313,849
N_entC~~~entC_1~~~entC_2,10442313,10445143,1415
G_entC~~~entC_1~~~entC_2,10445143,10447489,1173
N_ypdA_2~~~ypdA_1~~~cheB_1~~~ypdA_3~~~ypdA,10447489,10451707,2109
G_ypdA_2~~~ypdA_1~~~cheB_1~~~ypdA_3~~~ypdA,10451707,10455097,1695
N_rlmJ_2~~~rlmJ~~~rlmJ_1,10455097,10465967,5435
G_rlmJ_2~~~rlmJ~~~rlmJ_1,10465967,10467647,840
N_nrdI,10467647,10468171,262
G_nrdI,10468171,10468987,408
N_tolQ_1~~~tolQ~~~tolQ_2,10468987,10469289,151
G_tolQ_1~~~tolQ~~~tolQ_2,10469289,10470669,690
N_aaeA_1~~~aaeA_3~~~aaeA_2,10470669,10470685,8
G_aaeA_1~~~aaeA_3~~~aaeA_2,10470685,10472545,930
N_ccmB,10472545,10472585,20
G_ccmB,10472585,10473905,660
N_sucC_2~~~sucC_1~~~sucC_3~~~sucC,10473905,10474643,369
G_sucC_2~~~sucC_1~~~sucC_3~~~sucC,10474643,10476971,1164
N_group_27434,10476971,10477269,149
G_group_27434,10477269,10477611,171
N_hemB~~~hemB_1~~~hemB_2,10477611,10491449,6919
G_hemB~~~hemB_1~~~hemB_2,10491449,10493393,972
N_group_25638,10493393,10504401,5504
G_group_25638,10504401,10505307,453
N_rpmD,10505307,10505315,4
G_rpmD,10505315,10505669,177
N_rpoA_1~~~rpoA_2~~~rpoA,10505669,10505723,27
G_rpoA_1~~~rpoA_2~~~rpoA,10505723,10507697,987
N_ackA_2~~~ackA_1~~~ackA,10507697,10515745,4024
G_ackA_2~~~ackA_1~~~ackA,10515745,10518145,1200
N_cydA_1~~~cydA_2~~~cydA,10518145,10544223,13039
G_cydA_1~~~cydA_2~~~cydA,10544223,10547355,1566
N_galU_1~~~galU_2~~~galU~~~galU_3,10547355,10547761,203
G_galU_1~~~galU_2~~~galU~~~galU_3,10547761,10549609,924
N_glnP~~~glnP_1,10549609,10550225,308
G_glnP~~~glnP_1,10550225,10551539,657
N_ybjN_1~~~ybjN_2~~~ybjN,10551539,10551717,89
G_ybjN_1~~~ybjN_2~~~ybjN,10551717,10552665,474
N_btsS_2~~~btsS_1~~~btsS,10552665,10554885,1110
G_btsS_2~~~btsS_1~~~btsS,10554885,10558251,1683
N_rpoD_2~~~rpoD_1~~~rpoD,10558251,10558643,196
G_rpoD_2~~~rpoD_1~~~rpoD,10558643,10562333,1845
G_pcm_2~~~pcm_1~~~pcm,10562333,10563581,624
N_rplQ,10563581,10563665,42
G_rplQ,10563665,10564427,381
N_group_25144,10564427,10574271,4922
G_group_25144,10574271,10575561,645
N_ansB_1~~~ansB_2~~~ansB,10575561,10576569,504
G_ansB_1~~~ansB_2~~~ansB,10576569,10578657,1044
N_nuoC_1~~~nuoC_2~~~nuoC_3~~~nuoC,10578657,10578847,95
G_nuoC_1~~~nuoC_2~~~nuoC_3~~~nuoC,10578847,10582447,1800
N_adhE_3~~~adhE_2~~~adhE~~~adhE_1,10582447,10585015,1284
G_adhE_3~~~adhE_2~~~adhE~~~adhE_1,10585015,10590361,2673
N_fumA_1~~~fumA~~~fumA_2,10590361,10596815,3227
G_fumA_1~~~fumA~~~fumA_2,10596815,10600103,1644
N_aaeB_3~~~aaeB_2~~~aaeB_1,10600103,10600117,7
G_aaeB_3~~~aaeB_2~~~aaeB_1,10600117,10604047,1965
N_cfa_1~~~cfa_2~~~cfa~~~cfa_3,10604047,10604793,373
G_cfa_1~~~cfa_2~~~cfa~~~cfa_3,10604793,10607085,1146
N_pal_1~~~pal_2~~~pal_3,10607085,10607157,36
G_pal_1~~~pal_2~~~pal_3,10607157,10608195,519
N_tcyP_2~~~tcyP~~~tcyP_1~~~gltP_2,10608195,10608521,163
G_tcyP_2~~~tcyP~~~tcyP_1~~~gltP_2,10608521,10611299,1389
N_thyA~~~thyA_2~~~thyA_1,10611299,10612287,494
G_thyA~~~thyA_2~~~thyA_1,10612287,10613871,792
N_group_24407,10613871,10618227,2178
G_group_24407,10618227,10622091,1932
N_nuoE,10622091,10622097,3
G_nuoE,10622097,10623093,498
N_napA_2~~~napG_2~~~napA_1~~~napA,10623093,10626547,1727
G_napA_2~~~napG_2~~~napA_1~~~napA,10626547,10632097,2775
N_yhbU~~~yhbU_1~~~yhbU_2,10632097,10634533,1218
G_yhbU~~~yhbU_1~~~yhbU_2,10634533,10636519,993
N_nasB~~~nasD,10636519,10643867,3674
G_nasB~~~nasD,10643867,10649495,2814
N_fucK_1~~~fucK_2~~~fucK,10649495,10649715,110
G_fucK_1~~~fucK_2~~~fucK,10649715,10652547,1416
G_cysI_2~~~cysI_1~~~cysI,10652547,10655967,1710
N_secY_1~~~secY_2~~~secY,10655967,10655985,9
G_secY_1~~~secY_2~~~secY,10655985,10658643,1329
N_kdgK_2~~~kdgK_1,10658643,10665385,3371
G_kdgK_2~~~kdgK_1,10665385,10667239,927
N_mqo_1~~~mqo_2~~~mqo,10667239,10669249,1005
G_mqo_1~~~mqo_2~~~mqo,10669249,10672561,1656
N_cirA_2~~~cirA_3~~~cirA_1~~~cirA~~~cirA_4,10672561,10673317,378
G_cirA_2~~~cirA_3~~~cirA_1~~~cirA~~~cirA_4,10673317,10677295,1989
N_rpsG,10677295,10677575,140
G_rpsG,10677575,10678511,468
N_nuoI_1~~~nuoI_2~~~nuoI,10678511,10678541,15
G_nuoI_1~~~nuoI_2~~~nuoI,10678541,10679621,540
N_dacC_2~~~dacC_1~~~dacC,10679621,10681363,871
G_dacC_2~~~dacC_1~~~dacC,10681363,10683763,1200
N_yciB_2~~~yciB_1~~~yciB,10683763,10683825,31
G_yciB_2~~~yciB_1~~~yciB,10683825,10684899,537
N_group_23229,10684899,10703815,9458
G_group_23229,10703815,10704313,249
N_tolB_2~~~tolB_1~~~tolB,10704313,10704581,134
G_tolB_2~~~tolB_1~~~tolB,10704581,10707161,1290
N_fre~~~fre_2~~~fre_1,10707161,10707849,344
G_fre~~~fre_2~~~fre_1,10707849,10709247,699
N_rfaH,10709247,10717251,4002
G_rfaH,10717251,10718223,486
N_purR_3~~~purR_2,10718223,10722253,2015
G_purR_3~~~purR_2,10722253,10724299,1023
N_rsfS,10724299,10725173,437
G_rsfS,10725173,10725803,315
N_hemC_1~~~hemC_2~~~hemC,10725803,10731803,3000
G_hemC_1~~~hemC_2~~~hemC,10731803,10733723,960
N_rplN_1~~~rplN_2~~~rplN,10733723,10734055,166
G_rplN_1~~~rplN_2~~~rplN,10734055,10734793,369
N_rplE_2~~~rplE~~~rplE_1,10734793,10734825,16
G_rplE_2~~~rplE~~~rplE_1,10734825,10735899,537
N_sdhB_1~~~sdhB_2~~~sdhB,10735899,10735933,17
G_sdhB_1~~~sdhB_2~~~sdhB,10735933,10737361,714
N_ahpC_1~~~ahpC_2~~~ahpC,10737361,10745783,4211
G_ahpC_1~~~ahpC_2~~~ahpC,10745783,10746905,561
N_gmhB~~~gmhB_2,10746905,10762073,7584
G_gmhB~~~gmhB_2,10762073,10763219,573
N_group_22393,10763219,10763617,199
G_group_22393,10763617,10765039,711
N_ybcJ,10765039,10765043,2
G_ybcJ,10765043,10765463,210
N_lgt_2~~~lgt_1~~~lgt,10765463,10766451,494
G_lgt_2~~~lgt_1~~~lgt,10766451,10768875,1212
N_rplB_1~~~rplB_2~~~rplB,10768875,10768913,19
G_rplB_1~~~rplB_2~~~rplB,10768913,10770551,819
N_rplD_1~~~rplD_2~~~rplD,10770551,10770575,12
G_rplD_1~~~rplD_2~~~rplD,10770575,10771781,603
N_menB_2~~~menB~~~menB_1,10771781,10771813,16
G_menB_2~~~menB~~~menB_1,10771813,10773523,855
N_folD_1~~~folD_2~~~folD,10773523,10797977,12227
G_folD_1~~~folD_2~~~folD,10797977,10799897,960
N_cdd~~~cdd_1~~~cdd_2,10799897,10800161,132
G_cdd~~~cdd_1~~~cdd_2,10800161,10801925,882
N_infB_1~~~infB_2~~~infB~~~infB_3,10801925,10801977,26
G_infB_1~~~infB_2~~~infB~~~infB_3,10801977,10807413,2718
G_truB_2~~~truB_1~~~truB,10807413,10809297,942
N_mltB_1~~~mltB_2~~~mltB,10809297,10819873,5288
G_mltB_1~~~mltB_2~~~mltB,10819873,10822249,1188
N_group_21884,10822249,10830351,4051
G_group_21884,10830351,10831395,522
N_skp_2~~~skp_1~~~skp,10831395,10831641,123
G_skp_2~~~skp_1~~~skp,10831641,10832607,483
N_lpxA~~~lpxA_2~~~lpxA_1,10832607,10832615,4
G_lpxA~~~lpxA_2~~~lpxA_1,10832615,10834187,786
N_hns~~~hns_1,10834187,10840145,2979
G_hns~~~hns_1,10840145,10840967,411
N_gltA_1~~~gltA_2~~~gltA,10840967,10841381,207
G_gltA_1~~~gltA_2~~~gltA,10841381,10843943,1281
N_rpsM,10843943,10844535,296
G_rpsM,10844535,10845243,354
N_mscL_1~~~mscL~~~mscL_2,10845243,10845505,131
G_mscL_1~~~mscL~~~mscL_2,10845505,10846387,441
N_nusA_2~~~nusA,10846387,10846445,29
G_nusA_2~~~nusA,10846445,10849415,1485
N_group_21169,10849415,10849643,114
G_group_21169,10849643,10852205,1281
N_oppC~~~oppC_1~~~oppC_2,10852205,10852243,19
G_oppC~~~oppC_1~~~oppC_2,10852243,10854055,906
N_clpS,10854055,10856325,1135
G_clpS,10856325,10856961,318
N_tolR,10856961,10856969,4
G_tolR,10856969,10857821,426
N_cydB_2~~~cydB_1~~~cydB,10857821,10857855,17
G_cydB_2~~~cydB_1~~~cydB,10857855,10860129,1137
N_rcsF~~~rcsF_2,10860129,10860731,301
G_rcsF~~~rcsF_2,10860731,10861535,402
N_aaeX,10861535,10864051,1258
G_aaeX,10864051,10864453,201
N_yghB_2~~~yghB_1~~~yghB,10864453,10864735,141
G_yghB_2~~~yghB_1~~~yghB,10864735,10866049,657
N_ccmE_2~~~ccmE_1~~~ccmE,10866049,10866135,43
G_ccmE_2~~~ccmE_1~~~ccmE,10866135,10867089,477
N_crcB,10867089,10869727,1319
G_crcB,10869727,10870489,381
N_sdhC,10870489,10891395,10453
G_sdhC,10891395,10892199,402
N_lpxD,10892199,10892207,4
G_lpxD,10892207,10894253,1023
N_rpsC~~~rpsC_2,10894253,10894983,365
G_rpsC~~~rpsC_2,10894983,10896381,699
N_rplL,10896381,10896517,68
G_rplL,10896517,10897243,363
N_rpsH,10897243,10897313,35
G_rpsH,10897313,10898093,390
N_rplR,10898093,10898115,11
G_rplR,10898115,10898817,351
N_napB~~~napB_1~~~napB_2,10898817,10900909,1046
G_napB~~~napB_1~~~napB_2,10900909,10901803,447
G_nth,10901803,10903069,633
N_rpsN,10903069,10903099,15
G_rpsN,10903099,10903705,303
N_rplW,10903705,10903729,12
G_rplW,10903729,10904329,300
N_rpsS,10904329,10904365,18
G_rpsS,10904365,10904917,276
N_fabZ,10904917,10905129,106
G_fabZ,10905129,10906035,453
N_gstB_1~~~gstB_3~~~gstB_2~~~gstB,10906035,10909029,1497
G_gstB_1~~~gstB_3~~~gstB_2~~~gstB,10909029,10910337,654
N_nupC_2~~~nupC~~~nupC_1,10910337,10916731,3197
G_nupC_2~~~nupC~~~nupC_1,10916731,10919131,1200
N_glnK_1~~~glnK~~~glnK_2,10919131,10919495,182
G_glnK_1~~~glnK~~~glnK_2,10919495,10920167,336
N_rpmJ,10920167,10928369,4101
G_rpmJ,10928369,10929077,354
N_nuoM_2~~~nuoM~~~ndhD~~~nuoM_1,10929077,10929549,236
G_nuoM_2~~~nuoM~~~ndhD~~~nuoM_1,10929549,10932879,1665
N_dctA_2~~~dctA_1~~~dctA,10932879,10933247,184
G_dctA_2~~~dctA_1~~~dctA,10933247,10935815,1284
N_nuoB,10935815,10935849,17
G_nuoB,10935849,10937169,660
N_group_14519,10937169,10937173,2
G_group_14519,10937173,10937605,216
N_napD,10937605,10941059,1727
G_napD,10941059,10941581,261
N_comR_1~~~comR~~~comR_2,10941581,10942747,583
G_comR_1~~~comR~~~comR_2,10942747,10944163,708
N_flk_2~~~flk_1~~~flk,10944163,10981677,18757
G_flk_2~~~flk_1~~~flk,10981677,10983663,993
G_nikC,10983663,10985325,831
N_trpC_4~~~trpC~~~trpC_1~~~trpC_2,10985325,10985333,4
G_trpC_4~~~trpC~~~trpC_1~~~trpC_2,10985333,10988045,1356
N_group_3303,10988045,10988837,396
G_group_3303,10988837,10991177,1170
N_nei~~~nei_2~~~nei_1,10991177,10991251,37
G_nei~~~nei_2~~~nei_1,10991251,10992847,798
N_group_2900,10992847,10999213,3183
G_group_2900,10999213,11001313,1050
N_cynR_2~~~hdfR_2~~~hdfR_1~~~mkaC~~~cynR_3~~~cynR_1,11001313,11002801,744
G_cynR_2~~~hdfR_2~~~hdfR_1~~~mkaC~~~cynR_3~~~cynR_1,11002801,11004673,936
N_slyA~~~slyA_2,11004673,11011349,3338
G_slyA~~~slyA_2,11011349,11012225,438
N_priC~~~priC_1~~~priC_2,11012225,11028911,8343
G_priC~~~priC_1~~~priC_2,11028911,11029961,525
N_ybaT~~~ybaT_2~~~ybaT_3~~~ybaT_1,11029961,11029973,6
G_ybaT~~~ybaT_2~~~ybaT_3~~~ybaT_1,11029973,11032553,1290
N_pxpA,11032553,11032777,112
G_pxpA,11032777,11034241,732
N_bhsA_2~~~bhsA_1,11034241,11037663,1711
G_bhsA_2~~~bhsA_1,11037663,11038173,255
N_apbE~~~apbE_1~~~apbE_2~~~apbE_3,11038173,11038399,113
G_apbE~~~apbE_1~~~apbE_2~~~apbE_3,11038399,11040505,1053
N_ada~~~ada_2~~~ada_1,11040505,11040697,96
G_ada~~~ada_2~~~ada_1,11040697,11042821,1062
N_acm,11042821,11043479,329
G_acm,11043479,11045111,816
N_lip1,11045111,11047471,1180
G_lip1,11047471,11048995,762
N_arsC~~~arsC_2~~~arsC_1,11048995,11049661,333
G_arsC~~~arsC_2~~~arsC_1,11049661,11050507,423
N_panB~~~panB_1,11050507,11051207,350
G_panB~~~panB_1,11051207,11052791,792
N_astB~~~astE~~~astB_1~~~astE_2~~~astE_1~~~astB_2,11052791,11072959,10084
G_astB~~~astE~~~astB_1~~~astE_2~~~astE_1~~~astB_2,11072959,11075641,1341
N_lldP_1~~~lldP,11075641,11076507,433
G_lldP_1~~~lldP,11076507,11079825,1659
N_ptrA~~~ptrA_1~~~ptrA_2~~~ptrA_3,11079825,11080179,177
G_ptrA~~~ptrA_1~~~ptrA_2~~~ptrA_3,11080179,11085951,2886
N_rep_3~~~rep_1~~~rep_2~~~rep,11085951,11088513,1281
G_rep_3~~~rep_1~~~rep_2~~~rep,11088513,11092551,2019
N_aroE~~~aroE_1,11092551,11092563,6
G_aroE~~~aroE_1,11092563,11094195,816
N_group_1965,11094195,11094877,341
G_group_1965,11094877,11095759,441
N_pxpC~~~pxpC_1~~~pxpC_2,11095759,11095983,112
G_pxpC~~~pxpC_1~~~pxpC_2,11095983,11097843,930
N_tag~~~tag_2~~~tag_1,11097843,11139703,20930
G_tag~~~tag_2~~~tag_1,11139703,11140825,561
N_yebF,11140825,11140961,68
G_yebF,11140961,11141669,354
N_btuE_1~~~btuE~~~btuE_2,11141669,11141805,68
G_btuE_1~~~btuE~~~btuE_2,11141805,11142903,549
N_group_1632,11142903,11143853,475
G_group_1632,11143853,11144471,309
N_nagK~~~nagK_2~~~nagK_1,11144471,11144531,30
G_nagK~~~nagK_2~~~nagK_1,11144531,11146349,909
N_slyB~~~slyB_1~~~slyB_2,11146349,11156185,4918
G_slyB~~~slyB_1~~~slyB_2,11156185,11157115,465
N_endA,11157115,11157307,96
G_endA,11157307,11158717,705
N_dtpD_2~~~dtpD_1~~~dtpD~~~dtpD_3,11158717,11167503,4393
G_dtpD_2~~~dtpD_1~~~dtpD~~~dtpD_3,11167503,11170797,1647
N_phrB~~~phrB_1~~~phrB_2~~~phrB_3,11170797,11172373,788
G_phrB~~~phrB_1~~~phrB_2~~~phrB_3,11172373,11175211,1419
N_group_1594,11175211,11177623,1206
G_group_1594,11177623,11180839,1608
N_wzyE~~~wzyE_2~~~wzyE_1,11180839,11180843,2
G_wzyE~~~wzyE_2~~~wzyE_1,11180843,11183543,1350
N_alkB~~~alkB_1~~~alkB_2,11183543,11183763,110
G_alkB~~~alkB_1~~~alkB_2,11183763,11185059,648
N_thiD~~~thiD_2~~~thiD_1,11185059,11198125,6533
G_thiD~~~thiD_2~~~thiD_1,11198125,11199721,798
N_yhjX~~~yhjX_2~~~yhjX_1,11199721,11203731,2005
G_yhjX~~~yhjX_2~~~yhjX_1,11203731,11206167,1218
N_yehX~~~yehX_1~~~yehX_2,11206167,11206181,7
G_yehX~~~yehX_1~~~yehX_2,11206181,11208029,924
N_yehW~~~yehW_1~~~yehW_2,11208029,11208039,5
G_yehW~~~yehW_1~~~yehW_2,11208039,11209497,729
N_group_930,11209497,11209713,108
G_group_930,11209713,11211429,858
N_cbpA_2~~~cbpA_1~~~cbpA,11211429,11219979,4275
G_cbpA_2~~~cbpA_1~~~cbpA,11219979,11221863,942
N_ulaD~~~ulaD_2~~~ulaD_1,11221863,11221891,14
G_ulaD~~~ulaD_2~~~ulaD_1,11221891,11223187,648
N_sixA,11223187,11223601,207
G_sixA,11223601,11224567,483
N_odhA_1~~~odhA_2~~~sucA_5~~~sucA_4~~~sucA_3~~~sucA_2~~~sucA_1~~~sucA,11224567,11225293,363
G_odhA_1~~~odhA_2~~~sucA_5~~~sucA_4~~~sucA_3~~~sucA_2~~~sucA_1~~~sucA,11225293,11230891,2799
N_eptB~~~eptB_2~~~eptB_1,11230891,11231561,335
G_eptB~~~eptB_2~~~eptB_1,11231561,11234939,1689
N_yehY~~~yehY_1~~~yehY_2,11234939,11234953,7
G_yehY~~~yehY_1~~~yehY_2,11234953,11237263,1155
N_yehR_2,11237263,11237359,48
G_yehR_2,11237359,11238295,468
N_group_383,11238295,11248171,4938
G_group_383,11248171,11249119,474
N_serC_1~~~serC_2~~~serC,11249119,11249519,200
G_serC_1~~~serC_2~~~serC,11249519,11251691,1086
N_trpE~~~trpE_2~~~trpE_3~~~trpE_1,11251691,11264477,6393
G_trpE~~~trpE_2~~~trpE_3~~~trpE_1,11264477,11267597,1560
N_group_323,11267597,11275335,3869
G_group_323,11275335,11276403,534
N_flgM,11276403,11276557,77
G_flgM,11276557,11277139,291
N_group_278,11277139,11283929,3395
G_group_278,11283929,11285441,756
N_group_277,11285441,11285645,102
G_group_277,11285645,11286221,288
N_metL~~~metL_1~~~metL_2,11286221,11286415,97
G_metL~~~metL_1~~~metL_2,11286415,11291275,2430
N_btuR~~~btuR_1~~~btuR_2~~~btuR_3,11291275,11293899,1312
G_btuR~~~btuR_1~~~btuR_2~~~btuR_3,11293899,11295075,588
N_rluB~~~rluB_2~~~rluB_1,11295075,11295533,229
G_rluB~~~rluB_2~~~rluB_1,11295533,11297333,900
N_yciK~~~yciK_2~~~yciK_1,11297333,11299957,1312
